0.495095743,0.521871523,0.350311627,0.186761229,0.619264516,0.579624912,0.360132975,0.340212226,0.640930905,1,0,1,1,1,1,1
0.497663524,0.495095743,0.305609284,0.350311627,0.703135484,0.422319579,0.524894515,0.4366122,0.609867272,1,1,0,0,1,1,0
0.41750893,0.497663524,0.18762089,0.305609284,0.657974194,0.627538751,0.268098709,0.290020181,0.647195839,1,0,1,0,0,0,1
0.566914564,0.41750893,0.201375457,0.18762089,0.767651613,0.631427732,0.214959724,0.257274917,0.591413827,1,1,0,1,0,1,1
0.559097031,0.566914564,0.205243929,0.201375457,0.703135484,0.565481718,0.385040276,0.225584272,0.77215317,1,0,1,1,1,1,0
0.618255548,0.559097031,0.248441865,0.205243929,0.754748387,0.582926578,0.418450326,0.351109954,0.625368968,1,1,0,1,1,0,1
0.784139486,0.618255548,0.219858156,0.248441865,0.612812903,0.641515274,0.323577548,0.338102988,0.754502922,1,1,1,0,1,1,0
0.536364701,0.784139486,0.164410058,0.219858156,0.677329032,0.601609562,0.3238972,0.344847341,0.547599446,1,0,1,0,0,0,0
0.734517187,0.536364701,0.211046637,0.164410058,0.748296774,0.634705588,0.30264672,0.312596836,0.618722516,1,1,0,1,0,0,1
0.805454705,0.734517187,0.185686654,0.211046637,0.625716129,0.58356945,0.264352385,0.278614674,0.623200337,1,1,1,0,1,1,0
0.732087018,0.805454705,0.279604556,0.185686654,0.574103226,0.70697715,0.17580872,0.235492481,0.574627016,1,0,1,1,0,0,1
0.6024858,0.732087018,0.259832366,0.279604556,0.612812903,0.463018961,0.516506841,0.469591823,0.796148672,1,0,0,0,1,1,1
0.613769983,0.6024858,0.278744896,0.259832366,0.638619355,0.657110884,0.285769083,0.336853069,0.548583362,1,1,0,1,0,1,1
0.756069567,0.613769983,0.897055663,0.278744896,0.503135484,0.415232109,0.538192047,0.492871558,0.740708018,1,1,1,1,1,1,1
0.757366633,0.756069567,0.631850419,0.897055663,0.767651613,0.444478837,0.364339599,0.474226938,0.619244593,1,1,1,0,1,1,1
0.834376647,0.757366633,0.583064689,0.631850419,0.722490323,0.457439463,0.461347654,0.366395417,0.846930785,1,1,1,0,0,1,0
0.685372138,0.834376647,0.428325811,0.583064689,0.483780645,0.500115082,0.273583941,0.233760823,0.812051967,1,0,1,1,0,0,0
0.659919775,0.685372138,0.395658715,0.428325811,0.754748387,0.673896998,0.130622683,0.249801445,0.563020823,1,0,0,0,1,0,1
0.96338057,0.659919775,0.347732645,0.395658715,0.774103226,0.629634039,0.315445595,0.297155133,0.70333929,1,1,0,0,0,1,1
0.955009662,0.96338057,0.391790243,0.347732645,0.638619355,0.604704874,0.249699527,0.200559859,0.743720006,1,0,1,1,0,1,0
0.663728992,0.955009662,0.279604556,0.391790243,0.574103226,0.615721009,0.181421813,0.223722414,0.757856268,1,0,0,0,1,0,0
0.775493354,0.663728992,0.359338061,0.279604556,0.780554839,0.42868481,0.57211354,0.44571317,0.76470352,1,1,0,1,0,0,1
0.669142707,0.775493354,0.291209972,0.359338061,0.522490323,0.445415367,0.578493799,0.382553219,0.640489147,1,0,1,0,1,1,0
0.592902735,0.669142707,0.269503546,0.291209972,0.625716129,0.727390335,0.03857563,0.200807239,0.560390354,1,0,0,0,0,0,1
0.579943784,0.592902735,0.314635719,0.269503546,0.567651613,0.653618737,0.213092955,0.337777488,0.62257786,1,0,0,1,0,1,1
0.712961879,0.579943784,0.615946701,0.314635719,0.664425806,0.582410692,0.393990538,0.370913352,0.750587338,1,1,0,1,1,1,1
0.729162031,0.712961879,0.384268214,0.615946701,0.348296774,0.656610872,0.213949623,0.355289369,0.539788358,1,1,1,0,1,1,0
0.642926158,0.729162031,0.342144853,0.384268214,0.51603871,0.569521497,0.208310958,0.325030922,0.384650911,1,0,1,0,0,0,1
0.602389179,0.642926158,0.264130668,0.342144853,0.445070968,0.564315023,0.214166986,0.408371851,0.471436317,1,0,0,0,0,1,0
0.465635065,0.602389179,0.239415431,0.264130668,0.787006452,0.727699866,0.201355325,0.211939327,0.641653782,1,0,0,0,0,0,1
0.83916086,0.465635065,0.338706211,0.239415431,0.832212903,0.69642928,0.231862933,0.207694812,0.64227626,0.740740741,1,0,1,0,1,1
0.74304913,0.83916086,0.381474318,0.338706211,0.709632258,0.641729565,0.217990027,0.223566174,0.742173852,0.740740741,0,1,1,1,1,0
0.701862154,0.74304913,0.300881152,0.381474318,0.587051613,0.69551656,0.189464263,0.28211705,0.632718219,0.740740741,0,0,0,1,0,0
0.652927915,0.701862154,0.311411992,0.300881152,0.606406452,0.684468678,0.346426288,0.234815442,0.763358165,0.740740741,0,0,1,0,0,0
0.570732564,0.652927915,0.281538792,0.311411992,0.509632258,0.656793416,0.175118271,0.249085346,0.614485653,0.740740741,0,0,0,1,0,1
0.672132108,0.570732564,0.303245218,0.281538792,0.606406452,0.804058827,0.09829945,0.226573791,0.589184956,0.740740741,1,0,1,0,1,0
