0.521871523,0.49129531,0.186761229,0.115409413,1,1,1,1,1
0.495095743,0.521871523,0.350311627,0.186761229,0,1,1,1,1
0.497663524,0.495095743,0.305609284,0.350311627,1,0,0,1,0
0.41750893,0.497663524,0.18762089,0.305609284,0,1,0,0,1
0.566914564,0.41750893,0.201375457,0.18762089,1,0,1,0,1
0.559097031,0.566914564,0.205243929,0.201375457,0,1,1,1,0
0.618255548,0.559097031,0.248441865,0.205243929,1,0,1,1,1
0.784139486,0.618255548,0.219858156,0.248441865,1,1,0,1,0
0.536364701,0.784139486,0.164410058,0.219858156,0,1,0,0,0
0.734517187,0.536364701,0.211046637,0.164410058,1,0,1,0,1
0.805454705,0.734517187,0.185686654,0.211046637,1,1,0,1,0
0.732087018,0.805454705,0.279604556,0.185686654,0,1,1,0,1
0.6024858,0.732087018,0.259832366,0.279604556,0,0,0,1,1
0.613769983,0.6024858,0.278744896,0.259832366,1,0,1,0,1
0.756069567,0.613769983,0.897055663,0.278744896,1,1,1,1,1
0.757366633,0.756069567,0.631850419,0.897055663,1,1,0,1,1
0.834376647,0.757366633,0.583064689,0.631850419,1,1,0,0,0
0.685372138,0.834376647,0.428325811,0.583064689,0,1,1,0,0
0.659919775,0.685372138,0.395658715,0.428325811,0,0,0,1,1
0.96338057,0.659919775,0.347732645,0.395658715,1,0,0,0,1
0.955009662,0.96338057,0.391790243,0.347732645,0,1,1,0,0
0.663728992,0.955009662,0.279604556,0.391790243,0,0,0,1,0
0.775493354,0.663728992,0.359338061,0.279604556,1,0,1,0,1
0.669142707,0.775493354,0.291209972,0.359338061,0,1,0,1,0
0.592902735,0.669142707,0.269503546,0.291209972,0,0,0,0,1
0.579943784,0.592902735,0.314635719,0.269503546,0,0,1,0,1
0.712961879,0.579943784,0.615946701,0.314635719,1,0,1,1,1
0.729162031,0.712961879,0.384268214,0.615946701,1,1,0,1,0
0.642926158,0.729162031,0.342144853,0.384268214,0,1,0,0,1
0.602389179,0.642926158,0.264130668,0.342144853,0,0,0,0,0
0.465635065,0.602389179,0.239415431,0.264130668,0,0,0,0,1
0.83916086,0.465635065,0.338706211,0.239415431,1,0,1,0,1
0.74304913,0.83916086,0.381474318,0.338706211,0,1,1,1,0
0.701862154,0.74304913,0.300881152,0.381474318,0,0,0,1,0
0.652927915,0.701862154,0.311411992,0.300881152,0,0,1,0,0
0.570732564,0.652927915,0.281538792,0.311411992,0,0,0,1,1
0.672132108,0.570732564,0.303245218,0.281538792,1,0,1,0,0
0.709424958,0.672132108,0.394799054,0.303245218,1,1,1,1,1
0.818319963,0.709424958,0.330969267,0.394799054,1,1,0,1,1
0.749815541,0.818319963,0.301955727,0.330969267,0,1,0,0,1
0.673344264,0.749815541,0.401461423,0.301955727,0,0,1,0,0
0.65317386,0.673344264,0.41607565,0.401461423,0,0,1,1,0
0.775745154,0.65317386,0.51450677,0.41607565,1,0,1,1,1
1,0.775745154,0.507844401,0.51450677,1,1,0,1,0
0.850699772,1,0.431979368,0.507844401,0,1,0,0,0
0.743942145,0.850699772,0.479045777,0.431979368,0,0,1,0,1
0.791049365,0.743942145,0.460133247,0.479045777,1,0,1,1,1
0.738563565,0.791049365,0.549323017,0.460133247,0,1,1,1,1
0.744354981,0.738563565,0.716312057,0.549323017,1,0,1,1,1
0.859878784,0.744354981,0.8022781,0.716312057,1,1,1,1,0
0.628345143,0.859878784,0.784655061,0.8022781,0,1,0,1,0
0.72410845,0.628345143,0.738448313,0.784655061,1,0,1,0,0
0.805410787,0.72410845,0.705351386,0.738448313,1,1,0,1,0
0.620360719,0.805410787,0.583064689,0.705351386,0,1,0,0,1
0.564870879,0.620360719,0.631635504,0.583064689,0,0,1,0,0
0.578716988,0.564870879,0.508489147,0.631635504,1,0,0,1,1
0.612692511,0.578716988,1,0.508489147,1,1,1,0,0
0.672685483,0.612692511,0.92972276,1,1,1,0,1,0
0.731006617,0.672685483,0.689017838,0.92972276,1,1,0,0,1
0.599414417,0.731006617,0.817751988,0.689017838,0,1,1,0,0
0.437767172,0.599414417,0.711369009,0.817751988,0,0,0,1,1
0.646126369,0.437767172,0.531055233,0.711369009,1,0,1,0,1
0.605849974,0.646126369,0.489146787,0.531055233,0,1,0,1,0
0.634353224,0.605849974,0.508489147,0.489146787,1,0,1,0,0
0.392410845,0.634353224,0.39587363,0.508489147,0,1,0,1,0
0.5701909,0.392410845,0.557274876,0.39587363,1,0,1,0,0
0.556295017,0.5701909,0.596389426,0.557274876,0,1,1,1,1
0.638220999,0.556295017,0.482484419,0.596389426,1,0,0,1,0
0.461834631,0.638220999,0.413496669,0.482484419,0,1,0,0,0
0.641245535,0.461834631,0.384912959,0.413496669,1,0,0,0,0
0.579993559,0.641245535,0.617666022,0.384912959,0,1,1,0,0
0.621259589,0.579993559,0.332258758,0.617666022,1,0,1,1,1
0.563242958,0.621259589,0.44551902,0.332258758,0,1,1,1,0
0.463210751,0.563242958,0.356973995,0.44551902,0,0,0,1,1
0.460028108,0.463210751,0.322802493,0.356973995,0,0,0,0,1
0.547979739,0.460028108,0.549108102,0.322802493,1,0,1,0,1
0.517655326,0.547979739,0.408338706,0.549108102,0,1,0,1,1
0.573206652,0.517655326,0.470019342,0.408338706,1,0,1,0,0
0.505302454,0.573206652,0.488931872,0.470019342,0,1,1,1,1
0.500980852,0.505302454,0.370083817,0.488931872,0,0,0,1,0
0.415190022,0.500980852,0.327960455,0.370083817,0,0,1,0,0
0.455908532,0.415190022,0.30754352,0.327960455,1,0,0,1,0
0.35089887,0.455908532,0.309692671,0.30754352,0,1,1,0,1
