1.740662005,1.824856254,1.531308254,1.123566623,0.001942,0.000972,0.00164,-0.000653,-0.000162,0.0068,0.04614,0,1,1,1,0.1
1.748736183,1.740662005,1.419862447,1.531308254,0.014942,-0.018848,0.014526,0.006751,-0.001709,0.0068,0.1,1,0,0,1,-0.011513
1.496696626,1.748736183,1.125709812,1.419862447,0.007942,0.007009,-0.005558,-0.004508,0.00015,0.0068,-0.011513,0,1,0,0,0.002811
1.966490407,1.496696626,1.160000829,1.125709812,0.024942,0.007499,-0.009714,-0.007023,-0.002628,0.0068,0.002811,1,0,1,0,0.034842
1.941908816,1.966490407,1.169645178,1.160000829,0.014942,-0.00081,0.003588,-0.009457,0.006373,0.0068,0.034842,0,1,1,1,-0.029799
2.12792793,1.941908816,1.277340405,1.169645178,0.022942,0.001388,0.006201,0.000184,-0.000937,0.0068,-0.029799,1,0,1,1,0.036697
2.64953639,2.12792793,1.206079384,1.277340405,0.000942,0.00877,-0.001219,-0.000815,0.005494,0.0068,0.036697,1,1,0,1,-0.020008
1.870428866,2.64953639,1.067843719,1.206079384,0.010942,0.003742,-0.001194,-0.000297,-0.00481,0.0068,-0.020008,0,1,0,0,-0.00746
2.493503133,1.870428866,1.184111701,1.067843719,0.021942,0.007912,-0.002856,-0.002774,-0.001268,0.0068,-0.00746,1,0,1,0,0.066456
2.716560351,2.493503133,1.120887637,1.184111701,0.002942,0.001469,-0.005851,-0.005384,-0.001045,0.0068,0.066456,1,1,0,1,-0.007418
2.485861665,2.716560351,1.355030992,1.120887637,-0.005058,0.017018,-0.012776,-0.008696,-0.003464,0.0068,-0.007418,0,1,1,0,0.100149
2.078341246,2.485861665,1.305737654,1.355030992,0.000942,-0.01372,0.01387,0.009284,0.007568,0.0068,0.100149,0,0,0,1,0.00034
2.113823437,2.078341246,1.352887803,1.305737654,0.004942,0.010735,-0.004176,-0.000911,-0.004761,0.0068,0.00034,1,0,1,0,0.10017
2.561272829,2.113823437,2.894376203,1.352887803,-0.016058,-0.019741,0.015566,0.011072,0.004807,0.0068,0.10017,1,1,1,1,0.1
2.565351347,2.561272829,2.23320252,2.894376203,0.024942,-0.016056,0.001969,0.00964,-0.001242,0.0068,0.1,1,1,0,1,0.099888
2.807503029,2.565351347,2.111576567,2.23320252,0.017942,-0.014423,0.009556,0.001358,0.010097,0.0068,0.099888,1,1,0,0,-0.017857
2.338970551,2.807503029,1.725802619,2.111576567,-0.019058,-0.009046,-0.005129,-0.008829,0.00836,0.0068,-0.017857,0,1,1,0,-0.1
2.25893768,2.338970551,1.644361453,1.725802619,0.022942,0.01285,-0.01631,-0.007597,-0.004042,0.0068,-0.1,0,0,0,1,0.040693
3.213145304,2.25893768,1.524878688,1.644361453,0.025942,0.007273,-0.001855,-0.00396,0.002946,0.0068,0.040693,1,0,0,0,0.020799
3.186823669,3.213145304,1.634717104,1.524878688,0.004942,0.004132,-0.006997,-0.011379,0.004957,0.0068,0.020799,0,1,1,0,-0.01141
2.270915451,3.186823669,1.355030992,1.634717104,-0.005058,0.00552,-0.012337,-0.0096,0.005661,0.0068,-0.01141,0,0,0,1,-0.014015
2.622349335,2.270915451,1.553811734,1.355030992,0.026942,-0.018046,0.018219,0.00745,0.006002,0.0068,-0.014015,1,0,1,0,0.028986
2.287938433,2.622349335,1.383964038,1.553811734,-0.013058,-0.015938,0.018718,0.002599,-0.000184,0.0068,0.028986,0,1,0,1,-0.046587
2.048208083,2.287938433,1.329848526,1.383964038,0.002942,0.01959,-0.023509,-0.01136,-0.004173,0.0068,-0.046587,0,0,0,0,0.005966
2.007459724,2.048208083,1.442365927,1.329848526,-0.006058,0.010295,-0.00986,-0.00084,-0.001076,0.0068,0.005966,0,0,1,0,0.095736
2.425724231,2.007459724,2.193553531,1.442365927,0.008942,0.001323,0.004288,0.001705,0.005299,0.0068,0.095736,1,0,1,1,0.049485
2.476664284,2.425724231,1.615964204,2.193553531,-0.040058,0.010672,-0.009793,0.000505,-0.005199,0.0068,0.049485,1,1,0,1,-0.002701
2.205502642,2.476664284,1.510947962,1.615964204,-0.014058,-0.000301,-0.010234,-0.001819,-0.012925,0.0068,-0.002701,0,1,0,0,0.01379
2.078037429,2.205502642,1.316453597,1.510947962,-0.025058,-0.000957,-0.009776,0.004582,-0.008603,0.0068,0.01379,0,0,0,0,-0.055137
1.648025315,2.078037429,1.254836925,1.316453597,0.027942,0.019629,-0.010778,-0.010505,-0.000126,0.0068,-0.055137,0,0,0,0,0.06581
