1.824856254,1.728711854,1.123566623,0.945681969,1,1,1,1,1
1.740662005,1.824856254,1.531308254,1.123566623,0,1,1,1,1
1.748736183,1.740662005,1.419862447,1.531308254,1,0,0,1,0
1.496696626,1.748736183,1.125709812,1.419862447,0,1,0,0,1
1.966490407,1.496696626,1.160000829,1.125709812,1,0,1,0,1
1.941908816,1.966490407,1.169645178,1.160000829,0,1,1,1,0
2.12792793,1.941908816,1.277340405,1.169645178,1,0,1,1,1
2.64953639,2.12792793,1.206079384,1.277340405,1,1,0,1,0
1.870428866,2.64953639,1.067843719,1.206079384,0,1,0,0,0
2.493503133,1.870428866,1.184111701,1.067843719,1,0,1,0,1
2.716560351,2.493503133,1.120887637,1.184111701,1,1,0,1,0
2.485861665,2.716560351,1.355030992,1.120887637,0,1,1,0,1
2.078341246,2.485861665,1.305737654,1.355030992,0,0,0,1,1
2.113823437,2.078341246,1.352887803,1.305737654,1,0,1,0,1
2.561272829,2.113823437,2.894376203,1.352887803,1,1,1,1,1
2.565351347,2.561272829,2.23320252,2.894376203,1,1,0,1,1
2.807503029,2.565351347,2.111576567,2.23320252,1,1,0,0,0
2.338970551,2.807503029,1.725802619,2.111576567,0,1,1,0,0
2.25893768,2.338970551,1.644361453,1.725802619,0,0,0,1,1
3.213145304,2.25893768,1.524878688,1.644361453,1,0,0,0,1
3.186823669,3.213145304,1.634717104,1.524878688,0,1,1,0,0
2.270915451,3.186823669,1.355030992,1.634717104,0,0,0,1,0
2.622349335,2.270915451,1.553811734,1.355030992,1,0,1,0,1
2.287938433,2.622349335,1.383964038,1.553811734,0,1,0,1,0
2.048208083,2.287938433,1.329848526,1.383964038,0,0,0,0,1
2.007459724,2.048208083,1.442365927,1.329848526,0,0,1,0,1
2.425724231,2.007459724,2.193553531,1.442365927,1,0,1,1,1
2.476664284,2.425724231,1.615964204,2.193553531,1,1,0,1,0
2.205502642,2.476664284,1.510947962,1.615964204,0,1,0,0,1
2.078037429,2.205502642,1.316453597,1.510947962,0,0,0,0,0
1.648025315,2.078037429,1.254836925,1.316453597,0,0,0,0,1
2.822546594,1.648025315,1.502375208,1.254836925,1,0,1,0,1
2.520331131,2.822546594,1.608998841,1.502375208,0,1,1,1,0
2.390822055,2.520331131,1.40807491,1.608998841,0,0,0,1,0
2.236952347,2.390822055,1.43432897,1.40807491,0,0,1,0,0
1.978495798,2.236952347,1.359853166,1.43432897,0,0,0,1,1
2.297338359,1.978495798,1.413968678,1.359853166,1,0,1,0,0
2.414602673,2.297338359,1.642218264,1.413968678,1,1,1,1,1
2.7570141,2.414602673,1.483086511,1.642218264,1,1,0,1,1
2.541607556,2.7570141,1.410753895,1.483086511,0,1,0,0,1
2.301149887,2.541607556,1.658827976,1.410753895,0,0,1,0,0
2.237725701,2.301149887,1.695262182,1.658827976,0,0,1,1,0
2.623141101,2.237725701,1.940657276,1.695262182,1,0,1,1,1
3.328292102,2.623141101,1.924047565,1.940657276,1,1,0,1,0
2.858829758,3.328292102,1.734911171,1.924047565,0,1,0,0,0
2.523139141,2.858829758,1.852250747,1.734911171,0,0,1,0,1
2.671263938,2.523139141,1.805100598,1.852250747,1,0,1,1,1
2.506226638,2.671263938,2.027456415,1.805100598,0,1,1,1,1
2.52443727,2.506226638,2.4437708,2.027456415,1,0,1,1,1
2.887692412,2.52443727,2.65808966,2.4437708,1,1,1,1,0
2.159653833,2.887692412,2.614154294,2.65808966,0,1,0,1,0
2.460773712,2.159653833,2.498957906,2.614154294,1,0,1,0,0
2.716422253,2.460773712,2.416445145,2.498957906,1,1,0,1,0
2.134547467,2.716422253,2.111576567,2.416445145,0,1,0,0,1
1.960064208,2.134547467,2.232666723,2.111576567,0,0,1,0,0
2.003602164,1.960064208,1.925654956,2.232666723,1,0,0,1,1
2.110435413,2.003602164,3.151023038,1.925654956,1,1,1,0,0
2.299078404,2.110435413,2.97581737,3.151023038,1,1,0,1,0
2.482464434,2.299078404,2.375724562,2.97581737,1,1,0,0,1
2.068683535,2.482464434,2.696667055,2.375724562,0,1,1,0,0
1.560397009,2.068683535,2.431447466,2.696667055,0,0,0,1,1
2.215565443,1.560397009,1.981913657,2.431447466,1,0,1,0,1
2.088919616,2.215565443,1.877433213,1.981913657,0,1,0,1,0
2.178545752,2.088919616,1.925654956,1.877433213,1,0,1,0,0
1.417777752,2.178545752,1.64489725,1.925654956,0,1,0,1,0
1.976792579,1.417777752,2.047280909,1.64489725,1,0,1,0,0
1.933098111,1.976792579,2.14479599,2.047280909,0,1,1,1,1
2.190707655,1.933098111,1.860823501,2.14479599,1,0,0,1,0
1.636075164,2.190707655,1.688832616,1.860823501,0,1,0,0,0
2.200218061,1.636075164,1.617571595,1.688832616,1,0,0,0,0
2.007616236,2.200218061,2.197839908,1.617571595,0,1,1,0,0
2.13737389,2.007616236,1.486301293,2.197839908,1,0,1,1,1
1.954945345,2.13737389,1.768666391,1.486301293,0,1,1,1,0
1.64040226,1.954945345,1.547917966,1.768666391,0,0,0,1,1
1.630394699,1.64040226,1.462726219,1.547917966,0,0,0,0,1
1.906951401,1.630394699,2.026920618,1.462726219,1,0,1,0,1
1.811598767,1.906951401,1.675973484,2.026920618,0,1,0,1,1
1.986275365,1.811598767,1.829747266,1.675973484,1,0,1,0,0
1.772756172,1.986275365,1.876897416,1.829747266,0,1,1,1,1
1.759167248,1.772756172,1.580601592,1.876897416,0,0,0,1,0
